config,teacher_benchmark_acc,float_student_loss,float_student_acc,float_student_latency_ms,float_student_latency_std_ms,float_student_throughput_img_s,float_student_size_mb,quant_student_loss,quant_student_acc,quant_student_latency_ms,quant_student_latency_std_ms,quant_student_throughput_img_s,quant_student_size_mb,compression_ratio,num_classes,benchmark_size,device,torch_version,torchvision_version,quantized_engine
"{'student_ckpt': '/data/pjiang18/SLP/ModelCompression/checkpoints/tinyimagenet_resnet18_student_best.pth', 'teacher_results': '/data/pjiang18/SLP/ModelCompression/results/tinyimagenet_teacher_results.json', 'results_file': '/data/pjiang18/SLP/ModelCompression/results/tinyimagenet_int8_ptq_results.json', 'seed': 42, 'batch_size_eval': 128, 'batch_size_tp': 32, 'batch_size_latency': 1, 'calibration_batches': 32, 'latency_warmup_batches': 20, 'latency_measure_batches': 100, 'num_workers': 4, 'download': False, 'num_threads': 8}",82.19,1.414503237915039,70.7,11.804690565913916,0.0756035755395782,92.17581264261906,43.100393295288086,1.4322186180114747,70.37,5.433607678860426,0.3466508213354541,217.78444139586597,10.886079788208008,3.9592207786291613,200,10000,cpu,2.6.0+cu124,0.21.0+cu124,fbgemm
